X,Y,Z
2500.0,2500.0,0.0
2500.0,2500.0,4.955201893864418
2500.0,2500.0,9.821610323583007
2504.865219420075,2501.153100166735,14.600418622865051
2509.73043884015,2502.30620033347,19.292805869662462
2514.595658260225,2503.459300500205,23.8999370458275
2519.4608776802997,2504.6124006669397,28.422963195053953
2524.3260971003747,2505.7655008336747,32.86302157911966
2529.1913165204496,2506.9186010004096,37.22123583244823
2534.0565359405246,2508.0717011671445,41.49871611500736
2538.9217553605995,2509.2248013338794,45.69655926356141
2543.7869747806744,2510.3779015006144,49.815848941295165
2548.6521942007494,2511.5310016673493,53.8576557858261
2553.5174136208243,2512.6841018340842,57.82303755562173
2558.3826330408992,2513.837202000819,61.713039274839126
2563.247852460974,2514.990302167554,65.52869337660258
2568.113071881049,2516.143402334289,69.2710198447364
2572.978291301124,2517.296502501024,72.94102635396848
2577.843510721199,2518.449602667759,76.53970840862097
2582.708730141274,2519.602702834494,80.06804947980389
2587.573949561349,2520.7558030012287,83.5270211411272
2592.439168981424,2521.9089031679637,86.91758320294704
2597.3043884014987,2523.0620033346986,90.24068384516143
2602.1696078215737,2524.2151035014335,93.49725974857067
2607.0348272416486,2525.3682036681685,96.68823622481756
2611.9000466617235,2526.5213038349034,99.81452734492213
2616.7652660817985,2527.6744040016383,102.8770360664259
2621.6304855018734,2528.8275041683733,105.87665435916011
2626.4957049219483,2529.980604335108,108.81426332965245
2631.3609243420233,2531.133704501843,111.69073334418648
2636.226143762098,2532.286804668578,114.50692415052798
2641.091363182173,2533.439904835313,117.26368499833234
2645.956582602248,2534.593005002048,119.9618547582466
2650.821802022323,2535.746105168783,122.60226203972007
2655.687021442398,2536.8992053355178,125.18572530753701
2660.552240862473,2538.0523055022527,127.71305299708494
2665.417460282548,2539.2054056689876,130.18504362837163
2670.2826797026228,2540.3585058357226,132.60248591880432
2675.1478991226977,2541.5116060024575,134.96615889474367
2680.0131185427726,2542.6647061691924,137.2768320018461
2684.8783379628476,2543.8178063359273,139.53526521420622
2689.7435573829225,2544.9709065026623,141.74220914231324
2694.6087768029975,2546.124006669397,143.89840513983276
2699.4739962230724,2547.277106836132,146.0045854092269
2704.3392156431473,2548.430207002867,148.06147310622504
2709.2044350632223,2549.583307169602,150.06978244315675
2714.069654483297,2550.736407336337,152.03021879115988
2718.934873903372,2551.889507503072,153.94347878127445
2723.800093323447,2553.042607669807,155.81025040443538
2728.665312743522,2554.1957078365417,157.63121311037426
2733.530532163597,2555.3488080032766,159.40703790544333
2738.395751583672,2556.5019081700116,161.13838744937146
2743.260971003747,2557.6550083367465,162.82591615096453
