X,Y,Z
2500.0,2500.0,0.0
2500.0,2500.0,4.955201893864418
2500.0,2500.0,9.821610323583007
2495.54884830529,2497.722446797399,14.600418622865051
2491.09769661058,2495.4448935947976,19.292805869662462
2486.64654491587,2493.1673403921964,23.8999370458275
2482.19539322116,2490.889787189595,28.422963195053953
2477.74424152645,2488.612233986994,32.86302157911966
2473.29308983174,2486.3346807843927,37.22123583244823
2468.84193813703,2484.0571275817915,41.49871611500736
2464.39078644232,2481.7795743791903,45.69655926356141
2459.93963474761,2479.502021176589,49.815848941295165
2455.4884830529,2477.224467973988,53.8576557858261
2451.03733135819,2474.9469147713867,57.82303755562173
2446.58617966348,2472.6693615687855,61.713039274839126
2442.13502796877,2470.3918083661843,65.52869337660258
2437.68387627406,2468.114255163583,69.2710198447364
2433.23272457935,2465.836701960982,72.94102635396848
2428.78157288464,2463.5591487583806,76.53970840862097
2424.33042118993,2461.2815955557794,80.06804947980389
2419.87926949522,2459.004042353178,83.5270211411272
2415.42811780051,2456.726489150577,86.91758320294704
2410.9769661058,2454.4489359479758,90.24068384516143
2406.52581441109,2452.1713827453746,93.49725974857067
2402.07466271638,2449.8938295427733,96.68823622481756
2397.62351102167,2447.616276340172,99.81452734492213
2393.17235932696,2445.338723137571,102.8770360664259
2388.72120763225,2443.0611699349697,105.87665435916011
2384.27005593754,2440.7836167323685,108.81426332965245
2379.81890424283,2438.5060635297673,111.69073334418648
2375.36775254812,2436.228510327166,114.50692415052798
2370.91660085341,2433.950957124565,117.26368499833234
2366.4654491587,2431.6734039219637,119.9618547582466
2362.01429746399,2429.3958507193624,122.60226203972007
2357.56314576928,2427.1182975167612,125.18572530753701
2353.11199407457,2424.84074431416,127.71305299708494
2348.66084237986,2422.563191111559,130.18504362837163
2344.20969068515,2420.2856379089576,132.60248591880432
2339.75853899044,2418.0080847063564,134.96615889474367
2335.3073872957298,2415.730531503755,137.2768320018461
2330.8562356010198,2413.452978301154,139.53526521420622
2326.4050839063098,2411.1754250985528,141.74220914231324
2321.9539322115997,2408.8978718959515,143.89840513983276
2317.5027805168897,2406.6203186933503,146.0045854092269
2313.0516288221797,2404.342765490749,148.06147310622504
2308.6004771274697,2402.065212288148,150.06978244315675
2304.1493254327597,2399.7876590855467,152.03021879115988
2299.6981737380497,2397.5101058829455,153.94347878127445
2295.2470220433397,2395.2325526803443,155.81025040443538
2290.7958703486297,2392.954999477743,157.63121311037426
2286.3447186539197,2390.677446275142,159.40703790544333
2281.8935669592097,2388.3998930725406,161.13838744937146
2277.4424152644997,2386.1223398699394,162.82591615096453
2272.9912635697897,2383.844786667338,164.4702702627609
