X,Y,Z
2500.0,2500.0,0.0
2500.0,2500.0,4.955201893864418
2500.0,2500.0,9.821610323583007
2495.022260567507,2499.528714373012,14.600418622865051
2490.0445211350143,2499.057428746024,19.292805869662462
2485.0667817025214,2498.586143119036,23.8999370458275
2480.0890422700286,2498.114857492048,28.422963195053953
2475.1113028375357,2497.64357186506,32.86302157911966
2470.133563405043,2497.172286238072,37.22123583244823
2465.15582397255,2496.701000611084,41.49871611500736
2460.178084540057,2496.229714984096,45.69655926356141
2455.2003451075643,2495.758429357108,49.815848941295165
2450.2226056750715,2495.28714373012,53.8576557858261
2445.2448662425786,2494.815858103132,57.82303755562173
2440.2671268100858,2494.344572476144,61.713039274839126
2435.289387377593,2493.873286849156,65.52869337660258
2430.3116479451,2493.402001222168,69.2710198447364
2425.333908512607,2492.93071559518,72.94102635396848
2420.3561690801143,2492.459429968192,76.53970840862097
2415.3784296476215,2491.988144341204,80.06804947980389
2410.4006902151286,2491.516858714216,83.5270211411272
2405.422950782636,2491.045573087228,86.91758320294704
2400.445211350143,2490.57428746024,90.24068384516143
2395.46747191765,2490.103001833252,93.49725974857067
2390.489732485157,2489.631716206264,96.68823622481756
2385.5119930526644,2489.160430579276,99.81452734492213
2380.5342536201715,2488.689144952288,102.8770360664259
2375.5565141876787,2488.2178593253,105.87665435916011
2370.578774755186,2487.746573698312,108.81426332965245
2365.601035322693,2487.275288071324,111.69073334418648
2360.6232958902,2486.804002444336,114.50692415052798
2355.6455564577072,2486.3327168173482,117.26368499833234
2350.6678170252144,2485.8614311903602,119.9618547582466
2345.6900775927215,2485.3901455633722,122.60226203972007
2340.7123381602287,2484.9188599363843,125.18572530753701
2335.734598727736,2484.4475743093963,127.71305299708494
2330.756859295243,2483.9762886824083,130.18504362837163
2325.77911986275,2483.5050030554203,132.60248591880432
2320.8013804302573,2483.0337174284323,134.96615889474367
2315.8236409977644,2482.5624318014443,137.2768320018461
2310.8459015652716,2482.0911461744563,139.53526521420622
2305.8681621327787,2481.6198605474683,141.74220914231324
2300.890422700286,2481.1485749204803,143.89840513983276
2295.912683267793,2480.6772892934923,146.0045854092269
2290.9349438353,2480.2060036665043,148.06147310622504
2285.9572044028073,2479.7347180395163,150.06978244315675
2280.9794649703144,2479.2634324125283,152.03021879115988
2276.0017255378216,2478.7921467855404,153.94347878127445
2271.0239861053287,2478.3208611585524,155.81025040443538
2266.046246672836,2477.8495755315644,157.63121311037426
2261.068507240343,2477.3782899045764,159.40703790544333
2256.09076780785,2476.9070042775884,161.13838744937146
2251.1130283753573,2476.4357186506004,162.82591615096453
2246.1352889428645,2475.9644330236124,164.4702702627609
