X,Y,Z
2500.0,2500.0,0.0
2500.0,2500.0,4.955201893864418
2500.0,2500.0,9.821610323583007
2498.364240630824,2495.275141135848,14.600418622865051
2496.728481261648,2490.5502822716962,19.292805869662462
2495.092721892472,2485.8254234075443,23.8999370458275
2493.456962523296,2481.1005645433925,28.422963195053953
2491.82120315412,2476.3757056792406,32.86302157911966
2490.1854437849443,2471.6508468150887,37.22123583244823
2488.5496844157683,2466.925987950937,41.49871611500736
2486.9139250465923,2462.201129086785,45.69655926356141
2485.2781656774164,2457.476270222633,49.815848941295165
2483.6424063082404,2452.751411358481,53.8576557858261
2482.0066469390645,2448.0265524943293,57.82303755562173
2480.3708875698885,2443.3016936301774,61.713039274839126
2478.7351282007126,2438.5768347660255,65.52869337660258
2477.0993688315366,2433.8519759018736,69.2710198447364
2475.4636094623606,2429.1271170377217,72.94102635396848
2473.8278500931847,2424.40225817357,76.53970840862097
2472.1920907240087,2419.677399309418,80.06804947980389
2470.5563313548328,2414.952540445266,83.5270211411272
2468.920571985657,2410.227681581114,86.91758320294704
2467.284812616481,2405.5028227169623,90.24068384516143
2465.649053247305,2400.7779638528104,93.49725974857067
2464.013293878129,2396.0531049886586,96.68823622481756
2462.377534508953,2391.3282461245067,99.81452734492213
2460.741775139777,2386.603387260355,102.8770360664259
2459.106015770601,2381.878528396203,105.87665435916011
2457.470256401425,2377.153669532051,108.81426332965245
2455.834497032249,2372.428810667899,111.69073334418648
2454.198737663073,2367.7039518037473,114.50692415052798
2452.5629782938972,2362.9790929395954,117.26368499833234
2450.9272189247213,2358.2542340754435,119.9618547582466
2449.2914595555453,2353.5293752112916,122.60226203972007
2447.6557001863694,2348.8045163471397,125.18572530753701
2446.0199408171934,2344.079657482988,127.71305299708494
2444.3841814480174,2339.354798618836,130.18504362837163
2442.7484220788415,2334.629939754684,132.60248591880432
2441.1126627096655,2329.905080890532,134.96615889474367
2439.4769033404896,2325.1802220263803,137.2768320018461
2437.8411439713136,2320.4553631622284,139.53526521420622
2436.2053846021377,2315.7305042980765,141.74220914231324
2434.5696252329617,2311.0056454339247,143.89840513983276
2432.9338658637857,2306.2807865697728,146.0045854092269
2431.29810649461,2301.555927705621,148.06147310622504
2429.662347125434,2296.831068841469,150.06978244315675
2428.026587756258,2292.106209977317,152.03021879115988
2426.390828387082,2287.3813511131652,153.94347878127445
2424.755069017906,2282.6564922490134,155.81025040443538
2423.11930964873,2277.9316333848615,157.63121311037426
2421.483550279554,2273.2067745207096,159.40703790544333
2419.847790910378,2268.4819156565577,161.13838744937146
2418.212031541202,2263.757056792406,162.82591615096453
